cluster id	num of members	protein name	role_ids	attributes	locus	db
6984	1	hypothetical protein	0		ABA1_RS12645	A1
6985	1	hypothetical protein	0		ABA1_RS12650	A1
6986	1	hypothetical protein	0		ABA1_RS12655	A1
6987	1	head morphogenesis protein	0		ABA1_RS12660	A1
6988	1	DUF4055 domain-containing protein	0		ABA1_RS12665	A1
6989	1	hypothetical protein	0		ABA1_RS12670	A1
6990	1	DUF2280 domain-containing protein	0		ABA1_RS12675	A1
6991	1	hypothetical protein	0		ABA1_RS12680	A1
6992	1	hypothetical protein	0		ABA1_RS12685	A1
6993	1	hypothetical protein	0		ABA1_RS12690	A1
6994	1	hypothetical protein	0		ABA1_RS12695	A1
6995	1	hypothetical protein	0		ABA1_RS12700	A1
6996	1	hypothetical protein	0		ABA1_RS12705	A1
6997	1	hypothetical protein	0		ABA1_RS12710	A1
6998	1	hypothetical protein	0		ABA1_RS12715	A1
6999	1	hypothetical protein	0		ABA1_RS12720	A1
7000	1	DUF559 domain-containing protein	0		ABA1_RS12725	A1
7001	1	hypothetical protein	0		ABA1_RS12730	A1
7002	1	hypothetical protein	0		ABA1_RS12735	A1
7003	1	hypothetical protein	0		ABA1_RS12740	A1
7004	1	hypothetical protein	0		ABA1_RS12745	A1
7005	1	hypothetical protein	0		ABA1_RS12750	A1
7006	1	hypothetical protein	0		ABA1_RS12755	A1
7007	1	hypothetical protein	0		ABA1_RS12815	A1
7008	1	hypothetical protein	0		ABA1_RS12840	A1
7009	1	hypothetical protein	0		ABA1_RS12850	A1
7010	1	aminopeptidase P family protein	0		ABA1_RS13355	A1
7011	1	hypothetical protein	0		ABA1_RS14365	A1
7012	1	hypothetical protein	0		ABA1_RS14370	A1
7013	1	hypothetical protein	0		ABA1_RS14375	A1
7014	1	hypothetical protein	0		ABA1_RS14380	A1
7015	1	hypothetical protein	0		ABA1_RS14385	A1
7016	1	hypothetical protein	0		ABA1_RS14650	A1
7017	1	hypothetical protein	0		ABA1_RS14655	A1
7019	1	integrase	0		ABA1_RS14970	A1
7023	1	hypothetical protein	0		ABA1_RS14995	A1
7025	1	SGNH/GDSL hydrolase family protein	0		ABA1_RS15005	A1
7026	1	hypothetical protein	0		ABA1_RS15020	A1
7027	1	hypothetical protein	0		ABA1_RS15035	A1
7028	1	hypothetical protein	0		ABA1_RS15040	A1
7029	1	hypothetical protein	0		ABA1_RS15045	A1
7030	1	hypothetical protein	0		ABA1_RS15055	A1
7031	1	hypothetical protein	0		ABA1_RS15065	A1
7034	1	hypothetical protein	0		ABA1_RS15085	A1
7035	1	hypothetical protein	0		ABA1_RS15090	A1
7036	1	hypothetical protein	0		ABA1_RS15130	A1
7037	1	DUF551 domain-containing protein	0		ABA1_RS15135	A1
7039	1	hypothetical protein	0		ABA1_RS19085	A1
7040	1	hypothetical protein	0		ABA1_RS15165	A1
7043	1	hypothetical protein	0		ABA1_RS15185	A1
7044	1	hypothetical protein	0		ABA1_RS15200	A1
7045	1	hypothetical protein	0		ABA1_RS15205	A1
7046	1	hypothetical protein	0		ABA1_RS15210	A1
7047	1	hypothetical protein	0		ABA1_RS15215	A1
7048	1	hypothetical protein	0		ABA1_RS15220	A1
7049	1	hypothetical protein	0		ABA1_RS15225	A1
7050	1	hypothetical protein	0		ABA1_RS15230	A1
7051	1	hypothetical protein	0		ABA1_RS15235	A1
7052	1	hypothetical protein	0		ABA1_RS15240	A1
7053	1	hypothetical protein	0		ABA1_RS15245	A1
7054	1	hypothetical protein	0		ABA1_RS15255	A1
7055	1	hypothetical protein	0		ABA1_RS15260	A1
7056	1	hypothetical protein	0		ABA1_RS15265	A1
7057	1	helix-turn-helix transcriptional regulator	0		ABA1_RS15270	A1
7058	1	hypothetical protein	0		ABA1_RS15290	A1
7059	1	hypothetical protein	0		ABA1_RS15295	A1
7060	1	hypothetical protein	0		ABA1_RS15310	A1
7061	1	hypothetical protein	0		ABA1_RS15315	A1
7062	1	hypothetical protein	0		ABA1_RS15320	A1
7063	1	hypothetical protein	0		ABA1_RS15325	A1
7065	1	hypothetical protein	0		ABA1_RS16910	A1
7066	1	DUF262 domain-containing protein	0		ABA1_RS16915	A1
7067	1	hypothetical protein	0		ABA1_RS17410	A1
7068	1	N-acetyltransferase	0		ABA1_RS17575	A1
7069	1	AraC family transcriptional regulator	0		ABA1_RS17580	A1
7070	1	hypothetical protein	0		ABA1_RS17600	A1
7071	1	TetR/AcrR family transcriptional regulator	0		ABA1_RS17615	A1
7073	1	hypothetical protein	0		ABA1_RS18265	A1
7074	1	ATP-binding protein	0		ABA1_RS18270	A1
7075	1	DNA (cytosine-5-)-methyltransferase	0		ABA1_RS18275	A1
7078	1	BrnT family toxin	0		ABA1_RS18650	A1
7079	1	hypothetical protein	0		ABA1_RS18655	A1
7080	1	TonB-dependent receptor	0		ABA1_RS18660	A1
7081	1	hypothetical protein	0		ABA1_RS18665	A1
7084	1	hypothetical protein	0		ABA1_RS19115	A1
7085	1	hypothetical protein	0		BJAB0715_RS00465	JAB0715
7086	1	Lsg locus protein 1	0		BJAB0715_RS00525	JAB0715
7087	1	hypothetical protein	0		BJAB0715_RS00530	JAB0715
7088	1	glycosyl transferase	0		BJAB0715_RS00535	JAB0715
7089	1	IS30 family transposase	0		BJAB0715_RS00650	JAB0715
7090	1	hypothetical protein	0		BJAB0715_RS01335	JAB0715
7091	1	efflux system DNA-binding response regulator AdeR	0		BJAB0715_RS01340	JAB0715
7092	1	MFS transporter	0		BJAB0715_RS01350	JAB0715
7093	1	efflux RND transporter periplasmic adaptor subunit	0		BJAB0715_RS01360	JAB0715
7094	1	IS30 family transposase	0		BJAB0715_RS01610	JAB0715
7095	1	hypothetical protein	0		BJAB0715_RS02945	JAB0715
7097	1	hypothetical protein	0		BJAB0715_RS02960	JAB0715
7098	1	class I SAM-dependent DNA methyltransferase	0		BJAB0715_RS03005	JAB0715
7099	1	hypothetical protein	0		BJAB0715_RS03010	JAB0715
7100	1	hypothetical protein	0		BJAB0715_RS03015	JAB0715
7101	1	hypothetical protein	0		BJAB0715_RS03020	JAB0715
7102	1	hypothetical protein	0		BJAB0715_RS03025	JAB0715
7104	1	J domain-containing protein	0		BJAB0715_RS03745	JAB0715
7109	1	hypothetical protein	0		BJAB0715_RS04960	JAB0715
7110	1	hypothetical protein	0		BJAB0715_RS04965	JAB0715
7114	1	hypothetical protein	0		BJAB0715_RS05150	JAB0715
7115	1	hypothetical protein	0		BJAB0715_RS05155	JAB0715
7116	1	DUF927 domain-containing protein	0		BJAB0715_RS05160	JAB0715
7117	1	transcriptional regulator	0		BJAB0715_RS05170	JAB0715
7118	1	MFS transporter	0		BJAB0715_RS05175	JAB0715
7119	1	5-aminolevulinate synthase	0		BJAB0715_RS05180	JAB0715
7120	1	GNAT family N-acetyltransferase	0		BJAB0715_RS05185	JAB0715
7121	1	hypothetical protein	0		BJAB0715_RS05190	JAB0715
7122	1	IS30 family transposase	0		BJAB0715_RS05630	JAB0715
7123	1	phage head morphogenesis protein	0		BJAB0715_RS06015	JAB0715
7124	1	hypothetical protein	0		BJAB0715_RS06045	JAB0715
7125	1	hypothetical protein	0		BJAB0715_RS06055	JAB0715
7126	1	hypothetical protein	0		BJAB0715_RS06065	JAB0715
7127	1	hypothetical protein	0		BJAB0715_RS06070	JAB0715
7128	1	filamentous hemagglutinin N-terminal domain-containing protein	0		BJAB0715_RS19520	JAB0715
7129	1	Large exoproteins involved in heme utilization or adhesion	0		BJAB0715_RS19525	JAB0715
7130	1	hypothetical protein	0		BJAB0715_RS06450	JAB0715
7131	1	hypothetical protein	0		BJAB0715_RS06460	JAB0715
7132	1	hypothetical protein	0		BJAB0715_RS19530	JAB0715
7133	1	hypothetical protein	0		BJAB0715_RS07695	JAB0715
7134	1	hypothetical protein	0		BJAB0715_RS07705	JAB0715
7135	1	hypothetical protein	0		BJAB0715_RS09995	JAB0715
7136	1	hypothetical protein	0		BJAB0715_RS10000	JAB0715
7137	1	hypothetical protein	0		BJAB0715_RS10005	JAB0715
7138	1	hypothetical protein	0		BJAB0715_RS10010	JAB0715
7139	1	DUF2523 domain-containing protein	0		BJAB0715_RS10015	JAB0715
7140	1	hypothetical protein	0		BJAB0715_RS19755	JAB0715
7141	1	DDE transposase family protein	0		BJAB0715_RS10070	JAB0715
7142	1	toll/interleukin-1 receptor domain-containing protein	0		BJAB0715_RS10095	JAB0715
7143	1	TIR domain-containing protein	0		BJAB0715_RS10100	JAB0715
7144	1	hypothetical protein	0		BJAB0715_RS10105	JAB0715
7145	1	hypothetical protein	0		BJAB0715_RS10110	JAB0715
7146	1	hypothetical protein	0		BJAB0715_RS10115	JAB0715
7147	1	DUF1883 domain-containing protein	0		BJAB0715_RS10120	JAB0715
7148	1	hypothetical protein	0		BJAB0715_RS10125	JAB0715
7149	1	hypothetical protein	0		BJAB0715_RS10130	JAB0715
7150	1	XRE family transcriptional regulator	0		BJAB0715_RS10135	JAB0715
7151	1	hypothetical protein	0		BJAB0715_RS10140	JAB0715
7152	1	IS30 family transposase	0		BJAB0715_RS10145	JAB0715
7153	1	DNA-binding protein	0		BJAB0715_RS19760	JAB0715
7154	1	hypothetical protein	0		BJAB0715_RS10150	JAB0715
7155	1	transposase	0		BJAB0715_RS10155	JAB0715
7156	1	hypothetical protein	0		BJAB0715_RS10160	JAB0715
7157	1	hypothetical protein	0		BJAB0715_RS10165	JAB0715
7158	1	hypothetical protein	0		BJAB0715_RS10170	JAB0715
7162	1	exo-alpha-sialidase	0		BJAB0715_RS11790	JAB0715
7163	1	hypothetical protein	0		BJAB0715_RS11795	JAB0715
7164	1	hypothetical protein	0		BJAB0715_RS12145	JAB0715
7166	1	bacteriophage protein	0		BJAB0715_RS12165	JAB0715
7167	1	hypothetical protein	0		BJAB0715_RS12195	JAB0715
7168	1	hypothetical protein	0		BJAB0715_RS12200	JAB0715
7169	1	DUF4065 domain-containing protein	0		BJAB0715_RS12205	JAB0715
7170	1	hypothetical protein	0		BJAB0715_RS19835	JAB0715
7171	1	hypothetical protein	0		BJAB0715_RS12210	JAB0715
7172	1	hypothetical protein	0		BJAB0715_RS12275	JAB0715
7173	1	hypothetical protein	0		BJAB0715_RS12280	JAB0715
7174	1	hypothetical protein	0		BJAB0715_RS12285	JAB0715
7175	1	hypothetical protein	0		BJAB0715_RS12290	JAB0715
7176	1	terminase	0		BJAB0715_RS12305	JAB0715
7177	1	DUF2280 domain-containing protein	0		BJAB0715_RS12310	JAB0715
7178	1	hypothetical protein	0		BJAB0715_RS12315	JAB0715
7179	1	hypothetical protein	0		BJAB0715_RS12320	JAB0715
7180	1	hypothetical protein	0		BJAB0715_RS12330	JAB0715
7182	1	hypothetical protein	0		BJAB0715_RS19840	JAB0715
7183	1	hypothetical protein	0		BJAB0715_RS12340	JAB0715
7184	1	hypothetical protein	0		BJAB0715_RS12345	JAB0715
7186	1	hypothetical protein	0		BJAB0715_RS12375	JAB0715
7187	1	hypothetical protein	0		BJAB0715_RS19535	JAB0715
7191	1	hypothetical protein	0		BJAB0715_RS12410	JAB0715
7192	1	hypothetical protein	0		BJAB0715_RS12415	JAB0715
7193	1	phage repressor protein	0		BJAB0715_RS12420	JAB0715
7194	1	hypothetical protein	0		BJAB0715_RS12425	JAB0715
7195	1	hypothetical protein	0		BJAB0715_RS12435	JAB0715
7196	1	hypothetical protein	0		BJAB0715_RS12440	JAB0715
7197	1	hypothetical protein	0		BJAB0715_RS12450	JAB0715
7198	1	hypothetical protein	0		BJAB0715_RS12460	JAB0715
7199	1	DUF551 domain-containing protein	0		BJAB0715_RS12465	JAB0715
7200	1	hypothetical protein	0		BJAB0715_RS12470	JAB0715
7201	1	hypothetical protein	0		BJAB0715_RS12475	JAB0715
7202	1	hypothetical protein	0		BJAB0715_RS12480	JAB0715
7205	1	hypothetical protein	0		BJAB0715_RS12495	JAB0715
7208	1	IS30 family transposase	0		BJAB0715_RS12555	JAB0715
7209	1	IS30 family transposase	0		BJAB0715_RS12980	JAB0715
7210	1	hypothetical protein	0		BJAB0715_RS13970	JAB0715
7211	1	hypothetical protein	0		BJAB0715_RS13975	JAB0715
7212	1	hypothetical protein	0		BJAB0715_RS13980	JAB0715
7213	1	IS30 family transposase	0		BJAB0715_RS14350	JAB0715
7214	1	hypothetical protein	0		BJAB0715_RS15060	JAB0715
7215	1	hypothetical protein	0		BJAB0715_RS15075	JAB0715
7218	1	hypothetical protein	0		BJAB0715_RS15745	JAB0715
7219	1	hypothetical protein	0		BJAB0715_RS19540	JAB0715
7220	1	hypothetical protein	0		BJAB0715_RS15755	JAB0715
7221	1	DUF4435 domain-containing protein	0		BJAB0715_RS18100	JAB0715
7222	1	type I secretion C-terminal target domain-containing protein	0		BJAB0715_RS18180	JAB0715
7223	1	hypothetical protein	0		BJAB0715_RS18225	JAB0715
7224	1	hypothetical protein	0		BJAB0715_RS18230	JAB0715
7225	1	site-specific integrase	0		BJAB0715_RS18235	JAB0715
7226	1	hypothetical protein	0		BJAB0715_RS18765	JAB0715
7227	1	IS30 family transposase	0		BJAB0715_RS19240	JAB0715
7229	1	IS30 family transposase	0		BJAB0715_RS19250	JAB0715
7230	1	hypothetical protein	0		BJAB0715_RS19280	JAB0715
7231	1	recombinase family protein	0		BJAB0715_RS19285	JAB0715
7232	1	nucleotidyltransferase	0		BJAB0715_RS19305	JAB0715
7233	1	hypothetical protein	0		BJAB0715_RS19310	JAB0715
7234	1	ATPase (AAA+ superfamily)	0		BJAB0715_RS19315	JAB0715
7235	1	hypothetical protein	0		BJAB0715_RS19320	JAB0715
7236	1	hypothetical protein	0		BJAB0715_RS19325	JAB0715
7237	1	DUF3883 domain-containing protein	0		BJAB0715_RS19345	JAB0715
7238	1	hypothetical protein	0		BJAB0715_RS19350	JAB0715
7239	1	hypothetical protein	0		BJAB0715_RS19355	JAB0715
7240	1	hypothetical protein	0		BJAB0715_RS19370	JAB0715
7241	1	HNH endonuclease	0		BJAB0715_RS19375	JAB0715
7242	1	hypothetical protein	0		BJAB0715_RS19380	JAB0715
7243	1	hypothetical protein	0		BJAB0715_RS19385	JAB0715
7244	1	hypothetical protein	0		BJAB0715_RS19390	JAB0715
7245	1	hypothetical protein	0		BJAB0715_RS19395	JAB0715
7246	1	hypothetical protein	0		BJAB0715_RS19400	JAB0715
7247	1	hypothetical protein	0		BJAB0715_RS19415	JAB0715
7248	1	hypothetical protein	0		BJAB0715_RS19420	JAB0715
7249	1	hypothetical protein	0		BJAB0715_RS19425	JAB0715
7250	1	SOS-response transcriptional regulators (RecA-mediated autopeptidase)	0		BJAB0715_RS19440	JAB0715
7251	1	DUF4113 domain-containing protein	0		BJAB0715_RS19445	JAB0715
7252	1	hypothetical protein	0		BJAB0715_RS19450	JAB0715
7253	1	exodeoxyribonuclease VII large subunit	0		BJAB0715_RS19455	JAB0715
7256	1	hypothetical protein	0		IOMTU433_RS00595	OMTU433
7273	1	hypothetical protein	0		IOMTU433_RS04810	OMTU433
7274	1	hypothetical protein	0		IOMTU433_RS04815	OMTU433
7275	1	hypothetical protein	0		IOMTU433_RS04825	OMTU433
7276	1	phage recombination protein Bet	0		IOMTU433_RS04840	OMTU433
7277	1	DUF551 domain-containing protein	0		IOMTU433_RS04845	OMTU433
7278	1	peptidase S24	0		IOMTU433_RS04860	OMTU433
7279	1	hypothetical protein	0		IOMTU433_RS04865	OMTU433
7280	1	hypothetical protein	0		IOMTU433_RS04870	OMTU433
7281	1	hypothetical protein	0		IOMTU433_RS04875	OMTU433
7282	1	helix-turn-helix domain-containing protein	0		IOMTU433_RS20010	OMTU433
7283	1	hypothetical protein	0		IOMTU433_RS04895	OMTU433
7284	1	hypothetical protein	0		IOMTU433_RS04900	OMTU433
7285	1	hypothetical protein	0		IOMTU433_RS04905	OMTU433
7286	1	hypothetical protein	0		IOMTU433_RS20115	OMTU433
7287	1	hypothetical protein	0		IOMTU433_RS04930	OMTU433
7288	1	hypothetical protein	0		IOMTU433_RS04945	OMTU433
7289	1	hypothetical protein	0		IOMTU433_RS04955	OMTU433
7290	1	hypothetical protein	0		IOMTU433_RS04965	OMTU433
7292	1	HNH endonuclease	0		IOMTU433_RS04985	OMTU433
7293	1	hypothetical protein	0		IOMTU433_RS04995	OMTU433
7295	1	hypothetical protein	0		IOMTU433_RS05070	OMTU433
7296	1	hypothetical protein	0		IOMTU433_RS05075	OMTU433
7297	1	exo-alpha-sialidase	0		IOMTU433_RS05100	OMTU433
7298	1	hypothetical protein	0		IOMTU433_RS05105	OMTU433
7299	1	integrase	0		IOMTU433_RS05145	OMTU433
7305	1	hypothetical protein	0		IOMTU433_RS06365	OMTU433
7306	1	hypothetical protein	0		IOMTU433_RS06370	OMTU433
7307	1	hypothetical protein	0		IOMTU433_RS06375	OMTU433
7308	1	hypothetical protein	0		IOMTU433_RS06380	OMTU433
7309	1	hypothetical protein	0		IOMTU433_RS06385	OMTU433
7311	1	ImmA/IrrE family metallo-endopeptidase	0		IOMTU433_RS07500	OMTU433
7312	1	hypothetical protein	0		IOMTU433_RS07505	OMTU433
7313	1	hypothetical protein	0		IOMTU433_RS07515	OMTU433
7314	1	hypothetical protein	0		IOMTU433_RS07520	OMTU433
7315	1	ATPase AAA	0		IOMTU433_RS07525	OMTU433
7319	1	hypothetical protein	0		IOMTU433_RS07565	OMTU433
7320	1	DNA methyltransferase	0		IOMTU433_RS07575	OMTU433
7321	1	DUF1376 domain-containing protein	0		IOMTU433_RS07580	OMTU433
7322	1	hypothetical protein	0		IOMTU433_RS07585	OMTU433
7323	1	hypothetical protein	0		IOMTU433_RS07595	OMTU433
7324	1	hypothetical protein	0		IOMTU433_RS07600	OMTU433
7325	1	hypothetical protein	0		IOMTU433_RS07615	OMTU433
7326	1	terminase	0		IOMTU433_RS07650	OMTU433
7327	1	head morphogenesis protein	0		IOMTU433_RS07660	OMTU433
7328	1	hypothetical protein	0		IOMTU433_RS07665	OMTU433
7329	1	hypothetical protein	0		IOMTU433_RS07670	OMTU433
7330	1	methyltransferase	0		IOMTU433_RS07675	OMTU433
7331	1	HeH/LEM domain protein	0		IOMTU433_RS07680	OMTU433
7332	1	hypothetical protein	0		IOMTU433_RS07685	OMTU433
7333	1	hypothetical protein	0		IOMTU433_RS07690	OMTU433
7334	1	hypothetical protein	0		IOMTU433_RS07695	OMTU433
7335	1	hypothetical protein	0		IOMTU433_RS07700	OMTU433
7336	1	hypothetical protein	0		IOMTU433_RS07710	OMTU433
7337	1	hypothetical protein	0		IOMTU433_RS07720	OMTU433
7338	1	hypothetical protein	0		IOMTU433_RS07725	OMTU433
7339	1	hypothetical protein	0		IOMTU433_RS07730	OMTU433
7340	1	hypothetical protein	0		IOMTU433_RS07735	OMTU433
7341	1	hypothetical protein	0		IOMTU433_RS20165	OMTU433
7342	1	addiction module toxin, HicA family	0		IOMTU433_RS07740	OMTU433
7343	1	type II toxin-antitoxin system HicB family antitoxin	0		IOMTU433_RS07745	OMTU433
7344	1	hypothetical protein	0		IOMTU433_RS07750	OMTU433
7345	1	phage tail length tape measure protein	0		IOMTU433_RS07755	OMTU433
7346	1	hypothetical protein	0		IOMTU433_RS07790	OMTU433
7347	1	hypothetical protein	0		IOMTU433_RS07800	OMTU433
7350	1	hypothetical protein	0		IOMTU433_RS07840	OMTU433
7351	1	ATP-dependent endonuclease	0		IOMTU433_RS09215	OMTU433
7352	1	ATP-dependent helicase	0		IOMTU433_RS09220	OMTU433
7353	1	hypothetical protein	0		IOMTU433_RS09295	OMTU433
7354	1	replication protein	0		IOMTU433_RS09300	OMTU433
7355	1	hypothetical protein	0		IOMTU433_RS09305	OMTU433
7356	1	hypothetical protein	0		IOMTU433_RS09310	OMTU433
7357	1	hypothetical protein	0		IOMTU433_RS09315	OMTU433
7358	1	replication protein	0		IOMTU433_RS09320	OMTU433
7359	1	hypothetical protein	0		IOMTU433_RS09325	OMTU433
7360	1	hypothetical protein	0		IOMTU433_RS09330	OMTU433
7361	1	hypothetical protein	0		IOMTU433_RS11655	OMTU433
7362	1	hypothetical protein	0		IOMTU433_RS11660	OMTU433
7363	1	MarR family transcriptional regulator	0		IOMTU433_RS11665	OMTU433
7364	1	hypothetical protein	0		IOMTU433_RS11670	OMTU433
7365	1	IS4 family transposase	0		IOMTU433_RS11715	OMTU433
7367	1	IS5/IS1182 family transposase	0		IOMTU433_RS12710	OMTU433
7368	1	HNH endonuclease	0		IOMTU433_RS12715	OMTU433
7369	1	hypothetical protein	0		IOMTU433_RS12880	OMTU433
7370	1	hypothetical protein	0		IOMTU433_RS12885	OMTU433
7371	1	hypothetical protein	0		IOMTU433_RS13695	OMTU433
7372	1	hypothetical protein	0		IOMTU433_RS13785	OMTU433
7373	1	hypothetical protein	0		IOMTU433_RS13790	OMTU433
7374	1	DUF559 domain-containing protein	0		IOMTU433_RS13795	OMTU433
7375	1	DNA cytosine methyltransferase	0		IOMTU433_RS13800	OMTU433
7376	1	helix-turn-helix domain-containing protein	0		IOMTU433_RS13805	OMTU433
7377	1	hypothetical protein	0		IOMTU433_RS13840	OMTU433
7378	1	ATPase AAA	0		IOMTU433_RS13845	OMTU433
7379	1	hypothetical protein	0		IOMTU433_RS13850	OMTU433
7380	1	hypothetical protein	0		IOMTU433_RS13855	OMTU433
7381	1	hypothetical protein	0		IOMTU433_RS20305	OMTU433
7382	1	very short patch repair endonuclease	0		IOMTU433_RS14545	OMTU433
7383	1	DNA (cytosine-5-)-methyltransferase	0		IOMTU433_RS14550	OMTU433
7384	1	HpaII family restriction endonuclease	0		IOMTU433_RS14555	OMTU433
7385	1	hypothetical protein	0		IOMTU433_RS14560	OMTU433
7386	1	EamA family transporter	0		IOMTU433_RS15400	OMTU433
7387	1	hypothetical protein	0		IOMTU433_RS15405	OMTU433
7388	1	hypothetical protein	0		IOMTU433_RS15410	OMTU433
7389	1	FMN-dependent monooxygenase	0		IOMTU433_RS15415	OMTU433
7390	1	aldehyde dehydrogenase (NADP(+))	0		IOMTU433_RS15420	OMTU433
7391	1	NUDIX hydrolase	0		IOMTU433_RS15425	OMTU433
7392	1	IclR family transcriptional regulator	0		IOMTU433_RS15430	OMTU433
7393	1	MFS transporter	0		IOMTU433_RS15435	OMTU433
7394	1	NAD(P)-dependent oxidoreductase	0		IOMTU433_RS15445	OMTU433
7395	1	type II toxin-antitoxin system prevent-host-death family antitoxin	0		IOMTU433_RS15450	OMTU433
7396	1	hypothetical protein	0	FG-Out	IOMTU433_RS19380	OMTU433
7397	1	Tn3 family transposase ISAcsp1	0		IOMTU433_RS19385	OMTU433
7398	1	Hin recombinase	0		IOMTU433_RS20430	OMTU433
7399	1	PaaI family thioesterase	0		IOMTU433_RS19390	OMTU433
7400	1	PaaI family thioesterase	0		IOMTU433_RS19395	OMTU433
7401	1	peptidase	0		IOMTU433_RS19400	OMTU433
7402	1	TetR/AcrR family transcriptional regulator	0		IOMTU433_RS19405	OMTU433
7403	1	metal-dependent hydrolase	0		IOMTU433_RS19410	OMTU433
7404	1	hypothetical protein	0		IOMTU433_RS19415	OMTU433
7405	1	hypothetical protein	0		IOMTU433_RS20435	OMTU433
7406	1	IS5 family transposase	0		IOMTU433_RS19420	OMTU433
7407	1	pyridine nucleotide-disulfide oxidoreductase	0		IOMTU433_RS19425	OMTU433
7408	1	cytochrome P450	0		IOMTU433_RS19430	OMTU433
7409	1	hypothetical protein	0		IOMTU433_RS19435	OMTU433
7410	1	AraC family transcriptional regulator	0		IOMTU433_RS19440	OMTU433
7411	1	recombinase family protein	0	FG-Out	IOMTU433_RS19445	OMTU433
7412	1	IstB-like ATP-binding domain protein	0		IOMTU433_RS19450	OMTU433
7413	1	IS6-like element IS1008 family transposase	0		IOMTU433_RS19455	OMTU433
7414	1	hypothetical protein	0		IOMTU433_RS19490	OMTU433
7415	1	hypothetical protein	0		IOMTU433_RS19495	OMTU433
7416	1	hypothetical protein	0		IOMTU433_RS19560	OMTU433
7417	1	hypothetical protein	0		IOMTU433_RS19575	OMTU433
7418	1	nucleotidyl transferase AbiEii/AbiGii toxin family protein	0		IOMTU433_RS19675	OMTU433
7419	1	hypothetical protein	0		IOMTU433_RS19680	OMTU433
7420	1	hypothetical protein	0		IOMTU433_RS19820	OMTU433
7421	1	hypothetical protein	0		IOMTU433_RS19830	OMTU433
7422	1	hypothetical protein	0		IOMTU433_RS19835	OMTU433
7423	1	hypothetical protein	0		IOMTU433_RS19840	OMTU433
7424	1	hypothetical protein	0		IOMTU433_RS19845	OMTU433
7425	1	hypothetical protein	0		IOMTU433_RS19850	OMTU433
7426	1	hypothetical protein	0		IOMTU433_RS19870	OMTU433
7427	1	hypothetical protein	0		IOMTU433_RS19880	OMTU433
7428	1	hypothetical protein	0		IOMTU433_RS19895	OMTU433
7429	1	hypothetical protein	0		IOMTU433_RS19915	OMTU433
7430	1	hypothetical protein	0		IOMTU433_RS19920	OMTU433
7431	1	IS6 family transposase IS15DIV	0		IOMTU433_RS19995	OMTU433
7432	1	hypothetical protein	0		Aba3207_RS00520	3207
7433	1	hypothetical protein	0		Aba3207_RS00530	3207
7434	1	hypothetical protein	0		Aba3207_RS00535	3207
7437	1	hypothetical protein	0		Aba3207_RS00585	3207
7438	1	hypothetical protein	0		Aba3207_RS00620	3207
7439	1	hypothetical protein	0		Aba3207_RS00685	3207
7443	1	heteromeric transposase endonuclease subunit TnsA	0		Aba3207_RS01395	3207
7444	1	transposase	0		Aba3207_RS01400	3207
7445	1	transposase	0		Aba3207_RS01405	3207
7447	1	hypothetical protein	0		Aba3207_RS01415	3207
7449	1	hypothetical protein	0		Aba3207_RS19835	3207
7450	1	carboxymuconolactone decarboxylase family protein	0		Aba3207_RS01425	3207
7451	1	MFS transporter	0		Aba3207_RS01430	3207
7452	1	ferredoxin--NADP reductase	0		Aba3207_RS01435	3207
7453	1	hypothetical protein	0		Aba3207_RS01440	3207
7454	1	chloramphenicol/florfenicol efflux MFS transporter FloR	0		Aba3207_RS01540	3207
7455	1	DUF3363 domain-containing protein	0		Aba3207_RS19845	3207
7456	1	DUF3363 domain-containing protein	0		Aba3207_RS19855	3207
7457	1	superoxide dismutase	0		Aba3207_RS01590	3207
7458	1	hypothetical protein	0		Aba3207_RS01595	3207
7459	1	MexW/MexI family multidrug efflux RND transporter permease subunit	0		Aba3207_RS01600	3207
7460	1	MexH family multidrug efflux RND transporter periplasmic adaptor subunit	0		Aba3207_RS01605	3207
7461	1	DoxX family protein	0		Aba3207_RS01610	3207
7462	1	redox-sensitive transcriptional activator SoxR	0		Aba3207_RS01615	3207
7463	1	hypothetical protein	0		Aba3207_RS01630	3207
7464	1	hypothetical protein	0		Aba3207_RS01635	3207
7465	1	hypothetical protein	0		Aba3207_RS01640	3207
7466	1	hypothetical protein	0		Aba3207_RS01645	3207
7467	1	nucleotidyltransferase	0		Aba3207_RS01650	3207
7468	1	hypothetical protein	0		Aba3207_RS01655	3207
7469	1	hypothetical protein	0		Aba3207_RS01660	3207
7470	1	hypothetical protein	0		Aba3207_RS01665	3207
7471	1	hypothetical protein	0		Aba3207_RS01670	3207
7472	1	IS982 family transposase ISAba825	0		Aba3207_RS01975	3207
7473	1	MFS transporter	0		Aba3207_RS02010	3207
7474	1	LysR family transcriptional regulator	0		Aba3207_RS02015	3207
7475	1	hypothetical protein	0		Aba3207_RS02040	3207
7477	1	IS30 family transposase	0		Aba3207_RS02085	3207
7478	1	hypothetical protein	0		Aba3207_RS02100	3207
7479	1	hypothetical protein	0		Aba3207_RS02105	3207
7485	1	hypothetical protein	0		Aba3207_RS02600	3207
7486	1	IS30 family transposase	0		Aba3207_RS02885	3207
7487	1	IS30 family transposase	0	FG-Out	Aba3207_RS03490	3207
7488	1	IS30 family transposase	0		Aba3207_RS03495	3207
7489	1	hypothetical protein	0		Aba3207_RS03695	3207
