cluster id	num of members	protein name	centroid genome	centroid locus	role_ids	attributes	7978mff	1279779	LAC4b	B8300	A1296	HWBA8	AB031	ab736	manniia	KAB07	bH12OA2	A1	JAB0715	OMTU433	3207	6200	B8342	ABNIH28	ZW851	
62	19	VOC family protein	7978mff	ACX60_RS00335	0		ACX60_RS00335	ABD1_RS17130	RR41_RS00335	AB987_RS07780	BS103_RS17295	B7L46_RS08515	IX88_RS01845	A4U85_RS00340	ABCIP7010_RS17860	KAB07_RS18770	LX00_RS18105	ABA1_RS18365	BJAB0715_RS18990	IOMTU433_RS00350	Aba3207_RS11005	RU84_RS00340	AB895_RS07000	C2U32_RS13920	P795_RS00340	
63	19	maleylacetoacetate isomerase	B8300	AB987_RS07785	0		ACX60_RS00340	ABD1_RS17125	RR41_RS00340	AB987_RS07785	BS103_RS17290	B7L46_RS08510	IX88_RS01840	A4U85_RS00345	ABCIP7010_RS17855	KAB07_RS18765	LX00_RS18100	ABA1_RS18360	BJAB0715_RS18985	IOMTU433_RS00355	Aba3207_RS11000	RU84_RS00345	AB895_RS06995	C2U32_RS13915	P795_RS00345	
64	19	fumarylacetoacetase	B8300	AB987_RS07790	0		ACX60_RS00345	ABD1_RS17120	RR41_RS00345	AB987_RS07790	BS103_RS17285	B7L46_RS08505	IX88_RS01835	A4U85_RS00350	ABCIP7010_RS17850	KAB07_RS18760	LX00_RS18095	ABA1_RS18355	BJAB0715_RS18980	IOMTU433_RS00360	Aba3207_RS10995	RU84_RS00350	AB895_RS06990	C2U32_RS13910	P795_RS00350	
65	18	aromatic amino acid transporter AroP	7978mff	ACX60_RS00350	0		ACX60_RS00350		RR41_RS00350	AB987_RS07795	BS103_RS17280	B7L46_RS08500	IX88_RS01830	A4U85_RS00355	ABCIP7010_RS17845	KAB07_RS18755	LX00_RS18090	ABA1_RS18350	BJAB0715_RS18975	IOMTU433_RS00365	Aba3207_RS10990	RU84_RS00355	AB895_RS06985	C2U32_RS13905	P795_RS00355	
66	19	hypothetical protein	LAC4b	RR41_RS00355	0		ACX60_RS00355	ABD1_RS17110	RR41_RS00355	AB987_RS07800	BS103_RS17275	B7L46_RS08495	IX88_RS01825	A4U85_RS00360	ABCIP7010_RS17840	KAB07_RS18750	LX00_RS18085	ABA1_RS18345	BJAB0715_RS18970	IOMTU433_RS00370	Aba3207_RS10985	RU84_RS00360	AB895_RS06980	C2U32_RS13900	P795_RS00360	
67	18	GTP-binding protein	AB031	IX88_RS01820	0		ACX60_RS00360		RR41_RS00360	AB987_RS07805	BS103_RS17270	B7L46_RS08490	IX88_RS01820	A4U85_RS00365	ABCIP7010_RS17835	KAB07_RS18745	LX00_RS18080	ABA1_RS18340	BJAB0715_RS18965	IOMTU433_RS00375	Aba3207_RS10980	RU84_RS00365	AB895_RS06975	C2U32_RS13895	P795_RS00365	
68	18	acyltransferase	manniia	ABCIP7010_RS17830	0		ACX60_RS00365	ABD1_RS17100	RR41_RS00365		BS103_RS17265	B7L46_RS08485	IX88_RS01815	A4U85_RS00370	ABCIP7010_RS17830	KAB07_RS18740	LX00_RS18075	ABA1_RS18335	BJAB0715_RS18960	IOMTU433_RS00380	Aba3207_RS10975	RU84_RS00370	AB895_RS06970	C2U32_RS13890	P795_RS00370	
69	19	histidine utilization repressor	1279779	ABD1_RS17095	0		ACX60_RS00370	ABD1_RS17095	RR41_RS00370	AB987_RS07825	BS103_RS17260	B7L46_RS08480	IX88_RS01810	A4U85_RS00375	ABCIP7010_RS17825	KAB07_RS18735	LX00_RS18070	ABA1_RS18330	BJAB0715_RS18955	IOMTU433_RS00385	Aba3207_RS10970	RU84_RS00375	AB895_RS06965	C2U32_RS13885	P795_RS00375	
70	19	hypothetical protein	ZW851	P795_RS00380	0		ACX60_RS00375	ABD1_RS17090	RR41_RS00375	AB987_RS07830	BS103_RS17255	B7L46_RS08475	IX88_RS01805	A4U85_RS00380	ABCIP7010_RS17820	KAB07_RS18730	LX00_RS18065	ABA1_RS18325	BJAB0715_RS18950	IOMTU433_RS00390	Aba3207_RS10965	RU84_RS00380	AB895_RS06960	C2U32_RS13880	P795_RS00380	
71	19	urocanate hydratase	7978mff	ACX60_RS00380	0		ACX60_RS00380	ABD1_RS17085	RR41_RS00380	AB987_RS07835	BS103_RS17250	B7L46_RS08470	IX88_RS01800	A4U85_RS00385	ABCIP7010_RS17815	KAB07_RS18725	LX00_RS18060	ABA1_RS18320	BJAB0715_RS18945	IOMTU433_RS00395	Aba3207_RS10960	RU84_RS00385	AB895_RS06955	C2U32_RS13875	P795_RS00385	
72	19	histidine ammonia-lyase	7978mff	ACX60_RS00385	0		ACX60_RS00385	ABD1_RS17080	RR41_RS00385	AB987_RS07840	BS103_RS17245	B7L46_RS08465	IX88_RS01795	A4U85_RS00390	ABCIP7010_RS17810	KAB07_RS18720	LX00_RS18055	ABA1_RS18315	BJAB0715_RS18940	IOMTU433_RS00400	Aba3207_RS10955	RU84_RS00390	AB895_RS06950	C2U32_RS13870	P795_RS00390	
73	19	amino acid permease	7978mff	ACX60_RS00390	0		ACX60_RS00390	ABD1_RS17075	RR41_RS00390	AB987_RS07845	BS103_RS17240	B7L46_RS08460	IX88_RS01790	A4U85_RS00395	ABCIP7010_RS17805	KAB07_RS18715	LX00_RS18050	ABA1_RS18310	BJAB0715_RS18935	IOMTU433_RS00405	Aba3207_RS10950	RU84_RS00395	AB895_RS06945	C2U32_RS13865	P795_RS00395	
74	19	imidazolonepropionase	KAB07	KAB07_RS18710	0		ACX60_RS00395	ABD1_RS17070	RR41_RS00395	AB987_RS07850	BS103_RS17235	B7L46_RS08455	IX88_RS01785	A4U85_RS00400	ABCIP7010_RS17800	KAB07_RS18710	LX00_RS18045	ABA1_RS18305	BJAB0715_RS18930	IOMTU433_RS00410	Aba3207_RS10945	RU84_RS00400	AB895_RS06940	C2U32_RS13860	P795_RS00400	
75	19	formimidoylglutamase	1279779	ABD1_RS17065	0		ACX60_RS00400	ABD1_RS17065	RR41_RS00400	AB987_RS07855	BS103_RS17230	B7L46_RS08450	IX88_RS01780	A4U85_RS00405	ABCIP7010_RS17795	KAB07_RS18705	LX00_RS18040	ABA1_RS18300	BJAB0715_RS18925	IOMTU433_RS00415	Aba3207_RS10940	RU84_RS00405	AB895_RS06935	C2U32_RS13855	P795_RS00405	
76	17	DUF885 domain-containing protein	OMTU433	IOMTU433_RS00420	0		ACX60_RS00405	ABD1_RS17050	RR41_RS00405	AB987_RS07895	BS103_RS17225	B7L46_RS08445	IX88_RS01775	A4U85_RS00410	ABCIP7010_RS17790	KAB07_RS18700	LX00_RS18035	ABA1_RS18295	BJAB0715_RS18920	IOMTU433_RS00420	Aba3207_RS10935	RU84_RS00410			P795_RS00410	
77	17	haloacid dehalogenase	3207	Aba3207_RS10930	0		ACX60_RS00410	ABD1_RS17045	RR41_RS00410	AB987_RS07900	BS103_RS17220	B7L46_RS08440	IX88_RS01770	A4U85_RS00415	ABCIP7010_RS17785	KAB07_RS18695	LX00_RS18030	ABA1_RS18290	BJAB0715_RS18915	IOMTU433_RS00425	Aba3207_RS10930	RU84_RS00415			P795_RS00415	
78	17	glutamate racemase	bH12OA2	LX00_RS18025	0		ACX60_RS00415	ABD1_RS17040	RR41_RS00415	AB987_RS07905	BS103_RS17215	B7L46_RS08435	IX88_RS01765	A4U85_RS00420	ABCIP7010_RS17780	KAB07_RS18690	LX00_RS18025	ABA1_RS18285	BJAB0715_RS18910	IOMTU433_RS00430	Aba3207_RS10925	RU84_RS00420			P795_RS00420	
79	3	LysE family translocator	7978mff	ACX60_RS00420	0		ACX60_RS00420	ABD1_RS17035																	P795_RS00425	
80	2	hypothetical protein	7978mff	ACX60_RS00425	0		ACX60_RS00425	ABD1_RS17030																		
82	19	glutamine--fructose-6-phosphate transaminase (isomerizing)	HWBA8	B7L46_RS08430	0		ACX60_RS00440	ABD1_RS17020	RR41_RS00420	AB987_RS07910	BS103_RS17210	B7L46_RS08430	IX88_RS01760	A4U85_RS00425	ABCIP7010_RS17765	KAB07_RS18685	LX00_RS18020	ABA1_RS18260	BJAB0715_RS18905	IOMTU433_RS00435	Aba3207_RS10920	RU84_RS00425	AB895_RS06895	C2U32_RS13805	P795_RS00435	
83	19	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	7978mff	ACX60_RS00445	0		ACX60_RS00445	ABD1_RS17015	RR41_RS00425	AB987_RS07915	BS103_RS17205	B7L46_RS08425	IX88_RS01755	A4U85_RS00430	ABCIP7010_RS17760	KAB07_RS18680	LX00_RS18015	ABA1_RS18255	BJAB0715_RS18900	IOMTU433_RS00440	Aba3207_RS10915	RU84_RS00430	AB895_RS06890	C2U32_RS13800	P795_RS00440	
84	19	phosphatidylglycerophosphatase A	7978mff	ACX60_RS00450	0		ACX60_RS00450	ABD1_RS17010	RR41_RS00430	AB987_RS07920	BS103_RS17200	B7L46_RS08420	IX88_RS01750	A4U85_RS00435	ABCIP7010_RS17755	KAB07_RS18675	LX00_RS18010	ABA1_RS18250	BJAB0715_RS18895	IOMTU433_RS00445	Aba3207_RS10910	RU84_RS00435	AB895_RS06885	C2U32_RS13795	P795_RS00445	
85	19	thiamine-phosphate kinase	A1296	BS103_RS17195	0		ACX60_RS00455	ABD1_RS17005	RR41_RS00435	AB987_RS07925	BS103_RS17195	B7L46_RS08415	IX88_RS01745	A4U85_RS00440	ABCIP7010_RS17750	KAB07_RS18670	LX00_RS18005	ABA1_RS18245	BJAB0715_RS18890	IOMTU433_RS00450	Aba3207_RS10905	RU84_RS00440	AB895_RS06880	C2U32_RS13790	P795_RS00450	
86	19	N utilization substance protein B	7978mff	ACX60_RS00460	0		ACX60_RS00460	ABD1_RS17000	RR41_RS00440	AB987_RS07930	BS103_RS17190	B7L46_RS08410	IX88_RS01740	A4U85_RS00445	ABCIP7010_RS17745	KAB07_RS18665	LX00_RS18000	ABA1_RS18240	BJAB0715_RS18885	IOMTU433_RS00455	Aba3207_RS10900	RU84_RS00445	AB895_RS06875	C2U32_RS13785	P795_RS00455	
87	19	6,7-dimethyl-8-ribityllumazine synthase	7978mff	ACX60_RS00465	0		ACX60_RS00465	ABD1_RS16995	RR41_RS00445	AB987_RS07935	BS103_RS17185	B7L46_RS08405	IX88_RS01735	A4U85_RS00450	ABCIP7010_RS17740	KAB07_RS18660	LX00_RS17995	ABA1_RS18235	BJAB0715_RS18880	IOMTU433_RS00460	Aba3207_RS10895	RU84_RS00450	AB895_RS06870	C2U32_RS13780	P795_RS00460	
88	19	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	7978mff	ACX60_RS00470	0		ACX60_RS00470	ABD1_RS16990	RR41_RS00450	AB987_RS07940	BS103_RS17180	B7L46_RS08400	IX88_RS01730	A4U85_RS00455	ABCIP7010_RS17735	KAB07_RS18655	LX00_RS17990	ABA1_RS18230	BJAB0715_RS18875	IOMTU433_RS00465	Aba3207_RS10890	RU84_RS00455	AB895_RS06865	C2U32_RS13775	P795_RS00465	
89	19	hypothetical protein	7978mff	ACX60_RS00475	0		ACX60_RS00475	ABD1_RS16985	RR41_RS00455	AB987_RS07945	BS103_RS17175	B7L46_RS08395	IX88_RS01725	A4U85_RS00460	ABCIP7010_RS17730	KAB07_RS18650	LX00_RS17985	ABA1_RS18225	BJAB0715_RS18870	IOMTU433_RS00470	Aba3207_RS10885	RU84_RS00460	AB895_RS06860	C2U32_RS13770	P795_RS00470	
90	19	phosphoserine phosphatase SerB	7978mff	ACX60_RS00480	0		ACX60_RS00480	ABD1_RS16980	RR41_RS00460	AB987_RS07950	BS103_RS17170	B7L46_RS08390	IX88_RS01720	A4U85_RS00465	ABCIP7010_RS17725	KAB07_RS18645	LX00_RS17980	ABA1_RS18220	BJAB0715_RS18865	IOMTU433_RS00475	Aba3207_RS10880	RU84_RS00465	AB895_RS06855	C2U32_RS13765	P795_RS00475	
91	19	hypothetical protein	7978mff	ACX60_RS00485	0		ACX60_RS00485	ABD1_RS16975	RR41_RS00465	AB987_RS07960	BS103_RS17160	B7L46_RS08380	IX88_RS01715	A4U85_RS00475	ABCIP7010_RS17720	KAB07_RS18640	LX00_RS17975	ABA1_RS18215	BJAB0715_RS18860	IOMTU433_RS00480	Aba3207_RS10875	RU84_RS00470	AB895_RS06845	C2U32_RS13755	P795_RS00480	
92	18	hypothetical protein	7978mff	ACX60_RS00490	0		ACX60_RS00490		RR41_RS00470	AB987_RS07965	BS103_RS17155	B7L46_RS08375	IX88_RS01710	A4U85_RS00480	ABCIP7010_RS17715	KAB07_RS18635	LX00_RS17970	ABA1_RS18210	BJAB0715_RS18855	IOMTU433_RS00485	Aba3207_RS10870	RU84_RS00475	AB895_RS06840	C2U32_RS13750	P795_RS00485	
93	19	D-aminoacyl-tRNA deacylase	KAB07	KAB07_RS18630	0		ACX60_RS00495	ABD1_RS16965	RR41_RS00475	AB987_RS07970	BS103_RS17150	B7L46_RS08370	IX88_RS01705	A4U85_RS00485	ABCIP7010_RS17710	KAB07_RS18630	LX00_RS17965	ABA1_RS18205	BJAB0715_RS18850	IOMTU433_RS00490	Aba3207_RS10865	RU84_RS00480	AB895_RS06835	C2U32_RS13745	P795_RS00490	
94	7	catalase	7978mff	ACX60_RS00500	0		ACX60_RS00500	ABD1_RS16960			BS103_RS17145			A4U85_RS00490						IOMTU433_RS00495			AB895_RS06830		P795_RS00495	
95	7	ankyrin repeat domain-containing protein	7978mff	ACX60_RS00505	0		ACX60_RS00505	ABD1_RS16955			BS103_RS17140			A4U85_RS00495						IOMTU433_RS00500			AB895_RS06825		P795_RS00500	
96	19	nicotinate phosphoribosyltransferase	7978mff	ACX60_RS00510	0		ACX60_RS00510	ABD1_RS16950	RR41_RS00480	AB987_RS07975	BS103_RS17135	B7L46_RS08365	IX88_RS01700	A4U85_RS00500	ABCIP7010_RS17705	KAB07_RS18625	LX00_RS17960	ABA1_RS18200	BJAB0715_RS18845	IOMTU433_RS00505	Aba3207_RS10860	RU84_RS00485	AB895_RS06820	C2U32_RS13740	P795_RS00505	
97	19	sulfurtransferase	7978mff	ACX60_RS00515	0		ACX60_RS00515	ABD1_RS16945	RR41_RS00485	AB987_RS07980	BS103_RS17130	B7L46_RS08360	IX88_RS01695	A4U85_RS00505	ABCIP7010_RS17700	KAB07_RS18620	LX00_RS17955	ABA1_RS18195	BJAB0715_RS18840	IOMTU433_RS00510	Aba3207_RS10855	RU84_RS00490	AB895_RS06815	C2U32_RS13735	P795_RS00510	
98	19	phosphatidylserine decarboxylase proenzyme	1279779	ABD1_RS16940	0		ACX60_RS00520	ABD1_RS16940	RR41_RS00490	AB987_RS07985	BS103_RS17125	B7L46_RS08355	IX88_RS01690	A4U85_RS00510	ABCIP7010_RS17695	KAB07_RS18615	LX00_RS17950	ABA1_RS18190	BJAB0715_RS18835	IOMTU433_RS00515	Aba3207_RS10850	RU84_RS00495	AB895_RS06810	C2U32_RS13730	P795_RS00515	
99	19	hypothetical protein	OMTU433	IOMTU433_RS00530	0		ACX60_RS00525	ABD1_RS16935	RR41_RS00495	AB987_RS07995	BS103_RS17120	B7L46_RS08350	IX88_RS01685	A4U85_RS00515	ABCIP7010_RS17690	KAB07_RS18595	LX00_RS17945	ABA1_RS18185	BJAB0715_RS18830	IOMTU433_RS00530	Aba3207_RS10845	RU84_RS00515	AB895_RS06805	C2U32_RS13725	P795_RS00530	
100	19	phosphate regulon sensor histidine kinase PhoR	7978mff	ACX60_RS00530	0		ACX60_RS00530	ABD1_RS16930	RR41_RS00500	AB987_RS08000	BS103_RS17115	B7L46_RS08345	IX88_RS01680	A4U85_RS00520	ABCIP7010_RS17685	KAB07_RS18590	LX00_RS17940	ABA1_RS18180	BJAB0715_RS18825	IOMTU433_RS00535	Aba3207_RS10840	RU84_RS00520	AB895_RS06800	C2U32_RS13720	P795_RS00535	
101	19	phosphate regulon transcriptional regulatory protein PhoB	7978mff	ACX60_RS00535	0		ACX60_RS00535	ABD1_RS16925	RR41_RS00505	AB987_RS08005	BS103_RS17110	B7L46_RS08340	IX88_RS01675	A4U85_RS00525	ABCIP7010_RS17680	KAB07_RS18585	LX00_RS17935	ABA1_RS18175	BJAB0715_RS18820	IOMTU433_RS00540	Aba3207_RS10835	RU84_RS00525	AB895_RS06795	C2U32_RS13715	P795_RS00540	
102	19	TetR/AcrR family transcriptional regulator	7978mff	ACX60_RS00540	0		ACX60_RS00540	ABD1_RS16920	RR41_RS00510	AB987_RS08010	BS103_RS17105	B7L46_RS08335	IX88_RS01670	A4U85_RS00530	ABCIP7010_RS17675	KAB07_RS18580	LX00_RS17930	ABA1_RS18170	BJAB0715_RS18815	IOMTU433_RS00545	Aba3207_RS10830	RU84_RS00530	AB895_RS06790	C2U32_RS13710	P795_RS00545	
103	19	short-chain dehydrogenase	7978mff	ACX60_RS00545	0		ACX60_RS00545	ABD1_RS16915	RR41_RS00515	AB987_RS08015	BS103_RS17100	B7L46_RS08330	IX88_RS01665	A4U85_RS00535	ABCIP7010_RS17670	KAB07_RS18575	LX00_RS17925	ABA1_RS18165	BJAB0715_RS18810	IOMTU433_RS00550	Aba3207_RS10825	RU84_RS00535	AB895_RS06785	C2U32_RS13705	P795_RS00550	
104	19	MATE family efflux transporter	7978mff	ACX60_RS00550	0		ACX60_RS00550	ABD1_RS16910	RR41_RS00520	AB987_RS08020	BS103_RS17095	B7L46_RS08325	IX88_RS01660	A4U85_RS00540	ABCIP7010_RS17665	KAB07_RS18570	LX00_RS17920	ABA1_RS18160	BJAB0715_RS18805	IOMTU433_RS00555	Aba3207_RS10820	RU84_RS00540	AB895_RS06780	C2U32_RS13700	P795_RS00555	
105	19	pyridoxal phosphate-dependent aminotransferase	LAC4b	RR41_RS00525	0		ACX60_RS00555	ABD1_RS16905	RR41_RS00525	AB987_RS08025	BS103_RS17090	B7L46_RS08320	IX88_RS01655	A4U85_RS00545	ABCIP7010_RS17660	KAB07_RS18565	LX00_RS17915	ABA1_RS18155	BJAB0715_RS18800	IOMTU433_RS00560	Aba3207_RS10815	RU84_RS00545	AB895_RS06775	C2U32_RS13695	P795_RS00560	
106	19	DUF445 domain-containing protein	7978mff	ACX60_RS00560	0		ACX60_RS00560	ABD1_RS16900	RR41_RS00530	AB987_RS08030	BS103_RS17085	B7L46_RS08315	IX88_RS01650	A4U85_RS00550	ABCIP7010_RS17655	KAB07_RS18560	LX00_RS17910	ABA1_RS18150	BJAB0715_RS18795	IOMTU433_RS00565	Aba3207_RS10810	RU84_RS00550	AB895_RS06770	C2U32_RS13690	P795_RS00565	
107	19	hypothetical protein	7978mff	ACX60_RS00565	0		ACX60_RS00565	ABD1_RS16895	RR41_RS00535	AB987_RS08035	BS103_RS17080	B7L46_RS08310	IX88_RS01645	A4U85_RS00555	ABCIP7010_RS17650	KAB07_RS18555	LX00_RS17905	ABA1_RS18145	BJAB0715_RS18790	IOMTU433_RS00570	Aba3207_RS10805	RU84_RS00555	AB895_RS06765	C2U32_RS13685	P795_RS00570	
108	19	DUF924 domain-containing protein	LAC4b	RR41_RS00540	0		ACX60_RS00570	ABD1_RS16890	RR41_RS00540	AB987_RS08040	BS103_RS17075	B7L46_RS08305	IX88_RS01640	A4U85_RS00560	ABCIP7010_RS17645	KAB07_RS18550	LX00_RS17900	ABA1_RS18140	BJAB0715_RS18785	IOMTU433_RS00575	Aba3207_RS10800	RU84_RS00560	AB895_RS06760	C2U32_RS13680	P795_RS00575	
109	19	glutamate--cysteine ligase	7978mff	ACX60_RS00575	0		ACX60_RS00575	ABD1_RS16885	RR41_RS00545	AB987_RS08045	BS103_RS17070	B7L46_RS08300	IX88_RS01635	A4U85_RS00565	ABCIP7010_RS17640	KAB07_RS18545	LX00_RS17895	ABA1_RS18135	BJAB0715_RS18780	IOMTU433_RS00580	Aba3207_RS10795	RU84_RS00565	AB895_RS06755	C2U32_RS13675	P795_RS00580	
110	19	disulfide bond formation protein B	1279779	ABD1_RS16880	0		ACX60_RS00580	ABD1_RS16880	RR41_RS00550	AB987_RS08050	BS103_RS17065	B7L46_RS08295	IX88_RS01630	A4U85_RS00570	ABCIP7010_RS17635	KAB07_RS18540	LX00_RS17890	ABA1_RS18130	BJAB0715_RS18775	IOMTU433_RS00585	Aba3207_RS10790	RU84_RS00570	AB895_RS06750	C2U32_RS13670	P795_RS00585	
112	2	peptidase, M23 family protein	7978mff	ACX60_RS00605	0		ACX60_RS00605														Aba3207_RS10780					
113	4	hypothetical protein	7978mff	ACX60_RS00610	0	FG-In	ACX60_RS00610		RR41_RS00665										BJAB0715_RS18740		Aba3207_RS10775					
114	9	SH3 domain-containing protein	A1	ABA1_RS18100	0		ACX60_RS00615	ABD1_RS16850			BS103_RS17030		IX88_RS01595		ABCIP7010_RS17605			ABA1_RS18100	BJAB0715_RS18735	IOMTU433_RS00670					P795_RS00615	
115	6	hypothetical protein	LAC4b	RR41_RS00680	0		ACX60_RS00625	ABD1_RS16840	RR41_RS00680				IX88_RS01585						BJAB0715_RS18725		Aba3207_RS10755					
116	7	haloacid dehalogenase-like hydrolase	7978mff	ACX60_RS00630	0	FS	ACX60_RS00630	ABD1_RS16835	RR41_RS00685				IX88_RS01580		ABCIP7010_RS17595				BJAB0715_RS18720		Aba3207_RS10750					
117	9	hypothetical protein	3207	Aba3207_RS10745	0		ACX60_RS00635		RR41_RS00690				IX88_RS01575				LX00_RS17855	ABA1_RS18110	BJAB0715_RS18715		Aba3207_RS10745	RU84_RS00590			P795_RS00605	
118	19	hypothetical protein	LAC4b	RR41_RS00695	0		ACX60_RS00640	ABD1_RS16825	RR41_RS00695	AB987_RS08060	BS103_RS17025	B7L46_RS08245	IX88_RS01565	A4U85_RS00595	ABCIP7010_RS17580	KAB07_RS18520	LX00_RS17850	ABA1_RS18095	BJAB0715_RS18710	IOMTU433_RS00675	Aba3207_RS10740	RU84_RS00605	AB895_RS06715	C2U32_RS13660	P795_RS00620	
119	19	esterase	1279779	ABD1_RS16820	0		ACX60_RS00645	ABD1_RS16820	RR41_RS00700	AB987_RS08065	BS103_RS17020	B7L46_RS08240	IX88_RS01560	A4U85_RS00600	ABCIP7010_RS17575	KAB07_RS18515	LX00_RS17845	ABA1_RS18090	BJAB0715_RS18705	IOMTU433_RS00680	Aba3207_RS10735	RU84_RS00610	AB895_RS06710	C2U32_RS13655	P795_RS00625	
120	19	DNA topoisomerase IV subunit B	7978mff	ACX60_RS00650	0		ACX60_RS00650	ABD1_RS16815	RR41_RS00705	AB987_RS08070	BS103_RS17015	B7L46_RS08235	IX88_RS01555	A4U85_RS00605	ABCIP7010_RS17570	KAB07_RS18510	LX00_RS17840	ABA1_RS18085	BJAB0715_RS18700	IOMTU433_RS00685	Aba3207_RS10730	RU84_RS00615	AB895_RS06705	C2U32_RS13650	P795_RS00630	
121	19	ureidoglycolate lyase	ab736	A4U85_RS00615	0		ACX60_RS00655	ABD1_RS16805	RR41_RS00715	AB987_RS08075	BS103_RS17005	B7L46_RS08225	IX88_RS01550	A4U85_RS00615	ABCIP7010_RS17560	KAB07_RS18500	LX00_RS17835	ABA1_RS18080	BJAB0715_RS18690	IOMTU433_RS00695	Aba3207_RS10725	RU84_RS00620	AB895_RS06695	C2U32_RS13640	P795_RS00640	
122	19	allantoicase	1279779	ABD1_RS16800	0		ACX60_RS00660	ABD1_RS16800	RR41_RS00720	AB987_RS08080	BS103_RS17000	B7L46_RS08220	IX88_RS01545	A4U85_RS00620	ABCIP7010_RS17555	KAB07_RS18495	LX00_RS17830	ABA1_RS18075	BJAB0715_RS18685	IOMTU433_RS00700	Aba3207_RS10720	RU84_RS00625	AB895_RS06690	C2U32_RS13635	P795_RS00645	
123	19	monooxygenase	1279779	ABD1_RS16795	0		ACX60_RS00665	ABD1_RS16795	RR41_RS00725	AB987_RS08085	BS103_RS16995	B7L46_RS08215	IX88_RS01540	A4U85_RS00625	ABCIP7010_RS17550	KAB07_RS18490	LX00_RS17825	ABA1_RS18070	BJAB0715_RS18680	IOMTU433_RS00705	Aba3207_RS10715	RU84_RS00630	AB895_RS06685	C2U32_RS13630	P795_RS00650	
124	19	ion channel protein Tsx	A1	ABA1_RS18065	0		ACX60_RS00670	ABD1_RS16790	RR41_RS00730	AB987_RS08090	BS103_RS16990	B7L46_RS08210	IX88_RS01535	A4U85_RS00630	ABCIP7010_RS17545	KAB07_RS18485	LX00_RS17820	ABA1_RS18065	BJAB0715_RS18675	IOMTU433_RS00710	Aba3207_RS10710	RU84_RS00635	AB895_RS06680	C2U32_RS13625	P795_RS00655	
125	18	purine permease	LAC4b	RR41_RS00735	0		ACX60_RS00675		RR41_RS00735	AB987_RS08095	BS103_RS16985	B7L46_RS08205	IX88_RS01530	A4U85_RS00635	ABCIP7010_RS17540	KAB07_RS18480	LX00_RS17815	ABA1_RS18060	BJAB0715_RS18670	IOMTU433_RS00715	Aba3207_RS10705	RU84_RS00640	AB895_RS06675	C2U32_RS13620	P795_RS00660	
126	19	hydroxyisourate hydrolase	B8300	AB987_RS08100	0		ACX60_RS00680	ABD1_RS16780	RR41_RS00740	AB987_RS08100	BS103_RS16980	B7L46_RS08200	IX88_RS01525	A4U85_RS00640	ABCIP7010_RS17535	KAB07_RS18475	LX00_RS17810	ABA1_RS18055	BJAB0715_RS18665	IOMTU433_RS00720	Aba3207_RS10700	RU84_RS00645	AB895_RS06670	C2U32_RS13615	P795_RS00665	
127	19	OHCU decarboxylase	7978mff	ACX60_RS00685	0		ACX60_RS00685	ABD1_RS16775	RR41_RS00745	AB987_RS08105	BS103_RS16975	B7L46_RS08195	IX88_RS01520	A4U85_RS00645	ABCIP7010_RS17530	KAB07_RS18470	LX00_RS17805	ABA1_RS18050	BJAB0715_RS18660	IOMTU433_RS00725	Aba3207_RS10695	RU84_RS00650	AB895_RS06665	C2U32_RS13610	P795_RS00670	
128	19	allantoinase PuuE	7978mff	ACX60_RS00690	0		ACX60_RS00690	ABD1_RS16770	RR41_RS00750	AB987_RS08110	BS103_RS16970	B7L46_RS08190	IX88_RS01515	A4U85_RS00650	ABCIP7010_RS17525	KAB07_RS18465	LX00_RS17800	ABA1_RS18045	BJAB0715_RS18655	IOMTU433_RS00730	Aba3207_RS10690	RU84_RS00655	AB895_RS06660	C2U32_RS13605	P795_RS00675	
129	19	hypothetical protein	7978mff	ACX60_RS00695	0		ACX60_RS00695	ABD1_RS16765	RR41_RS00755	AB987_RS08115	BS103_RS16965	B7L46_RS08185	IX88_RS01510	A4U85_RS00655	ABCIP7010_RS17520	KAB07_RS18460	LX00_RS17795	ABA1_RS18040	BJAB0715_RS18650	IOMTU433_RS00735	Aba3207_RS10685	RU84_RS00660	AB895_RS06655	C2U32_RS13600	P795_RS00680	
130	19	ankyrin repeat domain-containing protein	7978mff	ACX60_RS00700	0		ACX60_RS00700	ABD1_RS16760	RR41_RS00760	AB987_RS08120	BS103_RS16960	B7L46_RS08180	IX88_RS01505	A4U85_RS00660	ABCIP7010_RS17515	KAB07_RS18455	LX00_RS17790	ABA1_RS18035	BJAB0715_RS18645	IOMTU433_RS00740	Aba3207_RS10680	RU84_RS00665	AB895_RS06650	C2U32_RS13595	P795_RS00685	
131	19	transporter	7978mff	ACX60_RS00705	0		ACX60_RS00705	ABD1_RS16755	RR41_RS00765	AB987_RS08125	BS103_RS16955	B7L46_RS08175	IX88_RS01500	A4U85_RS00665	ABCIP7010_RS17510	KAB07_RS18450	LX00_RS17785	ABA1_RS18030	BJAB0715_RS18640	IOMTU433_RS00745	Aba3207_RS10675	RU84_RS00670	AB895_RS06645	C2U32_RS13590	P795_RS00690	
